TransactionID,Date,StoreID,StoreType,ProductID,ProductName,Category,UnitsSold,UnitPrice,DiscountRate,SalesAmount,WasteUnits,WasteCost,IsWeekend
TX000028,2026-03-26,ST001_Siam,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.00,210.00,0,0.00,0
TX000029,2026-05-19,ST002_Sukhumvit,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,6,65.00,0.10,351.00,0,0.00,0
TX000030,2026-06-18,ST004_Ari,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,7,59.00,0.10,371.70,0,0.00,0
TX000031,2026-01-14,ST001_Siam,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,8,45.00,0.10,324.00,0,0.00,0
TX000032,2026-05-18,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,3,40.00,0.10,108.00,0,0.00,0
TX000033,2026-01-20,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,10,35.00,0.00,350.00,0,0.00,0
TX000034,2026-03-02,ST002_Sukhumvit,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,8,49.00,0.10,352.80,0,0.00,0
TX000035,2026-01-16,ST002_Sukhumvit,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,6,49.00,0.00,294.00,0,0.00,0
TX000036,2026-04-19,ST005_Ladprao,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,8,40.00,0.10,288.00,0,0.00,1
TX000037,2026-01-15,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.00,210.00,0,0.00,0
TX000038,2026-05-16,ST002_Sukhumvit,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,6,45.00,0.15,229.50,0,0.00,1
TX000039,2026-06-02,ST001_Siam,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,3,40.00,0.00,120.00,0,0.00,0
TX000040,2026-01-11,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,10,55.00,0.10,495.00,0,0.00,1
TX000041,2026-03-22,ST003_Silom,Express,PRD_BAK_004,Danish Apple,Bakery,5,50.00,0.20,200.00,0,0.00,1
TX000042,2026-03-18,ST004_Ari,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,3,59.00,0.00,177.00,1,35.40,0
TX000043,2026-05-18,ST002_Sukhumvit,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,4,35.00,0.05,133.00,0,0.00,0
TX000044,2026-01-18,ST002_Sukhumvit,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,7,59.00,0.05,392.35,0,0.00,1
TX000045,2026-06-17,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,12,45.00,0.20,432.00,0,0.00,0
TX000046,2026-06-19,ST001_Siam,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,8,40.00,0.05,304.00,0,0.00,0
TX000047,2026-06-04,ST002_Sukhumvit,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.00,295.00,0,0.00,0
TX000048,2026-05-10,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,6,69.00,,414.00,0,0.00,1
TX000049,2026-02-03,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,6,40.00,0.20,192.00,0,0.00,0
TX000050,2026-05-24,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,9,55.00,0.00,495.00,1,33.00,1
TX000051,2026-04-05,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.00,210.00,0,0.00,1
TX000052,2026-01-11,ST003_Silom,Express,PRD_BAK_004,Danish Apple,Bakery,5,50.00,0.20,200.00,3,90.00,1
TX000053,2026-04-15,ST005_Ladprao,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,8,40.00,0.00,320.00,0,0.00,0
TX000054,2026-02-15,ST004_Ari,Supermarket,PRD_BAK_001,Croissant Butter,Bakery,4,45.00,0.00,180.00,0,0.00,1
TX000055,2026-03-05,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,4,40.00,0.20,128.00,3,72.00,0
TX000056,2026-04-28,ST003_Silom,Express,PRD_PRD_001,Organic Avocado,Produce,1,69.00,0.00,69.00,1,41.40,0
TX000057,2026-01-18,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,4,59.00,0.20,188.80,0,0.00,1
TX000058,2026-05-18,ST003_Silom,Express,PRD_BAK_001,Croissant Butter,Bakery,4,45.00,0.00,180.00,0,0.00,0
TX000059,2026-01-10,ST001_Siam,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,7,65.00,0.10,409.50,0,0.00,1
TX000060,2026-04-22,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.00,175.00,0,0.00,0
TX000061,2026-01-01,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,8,35.00,0.00,280.00,0,0.00,0
TX000062,2026-06-20,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,4,65.00,0.05,247.00,0,0.00,1
TX000063,2026-06-20,ST004_Ari,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.10,265.50,0,0.00,1
TX000064,2026-02-19,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,4,40.00,0.10,144.00,0,0.00,0
TX000065,2026-05-21,ST001_Siam,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,4,69.00,0.05,262.20,0,0.00,0
TX000066,2026-06-05,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,3,48.00,0.10,129.60,0,0.00,0
TX000067,2026-02-13,ST001_Siam,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,9,69.00,0.15,527.85,0,0.00,0
TX000068,2026-01-24,ST002_Sukhumvit,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,5,40.00,0.05,190.00,0,0.00,1
TX000069,2026-05-02,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,9,55.00,0.10,445.50,0,0.00,1
TX000070,2026-02-19,ST004_Ari,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.10,259.20,2,57.60,0
TX000071,2026-01-28,ST004_Ari,Supermarket,PRD_BAK_004,Danish Apple,Bakery,5,50.00,0.00,250.00,0,0.00,0
TX000072,2026-02-01,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,3,40.00,0.10,108.00,0,0.00,1
TX000073,2026-06-02,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,5,48.00,0.10,216.00,0,0.00,0
TX000074,2026-05-02,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,3,69.00,0.00,207.00,0,0.00,1
TX000075,2026-05-14,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,4,40.00,0.00,160.00,0,0.00,0
TX000076,2026-03-23,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.00,385.00,1,33.00,0
TX000077,2026-04-17,ST004_Ari,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,7,59.00,0.15,351.05,0,0.00,0
TX000078,2026-04-18,ST004_Ari,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,6,65.00,,390.00,0,0.00,1
TX000079,2026-04-01,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,2,49.00,0.10,88.20,0,0.00,0
TX000080,2026-06-04,ST002_Sukhumvit,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,4,48.00,0.00,192.00,0,0.00,0
TX000081,2026-04-14,ST002_Sukhumvit,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.00,288.00,0,0.00,0
TX000082,2026-04-11,ST005_Ladprao,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,8,65.00,0.00,520.00,0,0.00,1
TX000083,2026-03-08,ST004_Ari,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,5,59.00,0.00,295.00,0,0.00,1
TX000084,2026-04-08,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,5,49.00,0.05,232.75,0,0.00,0
TX000085,2026-03-31,ST002_Sukhumvit,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,3,40.00,0.00,120.00,0,0.00,0
TX000086,2026-01-08,ST002_Sukhumvit,Supermarket,PRD_BAK_004,Danish Apple,Bakery,4,50.00,0.00,200.00,0,0.00,0
TX000087,2026-02-25,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,4,69.00,0.05,262.20,0,0.00,0
TX000088,2026-01-30,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,1,69.00,0.00,69.00,0,0.00,0
TX000089,2026-04-07,ST004_Ari,Supermarket,PRD_BAK_004,Danish Apple,Bakery,3,50.00,0.00,150.00,0,0.00,0
TX000090,2026-03-04,ST001_Siam,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,9,69.00,0.20,496.80,0,0.00,0
TX000091,2026-03-30,ST005_Ladprao,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,9,49.00,0.20,352.80,0,0.00,0
TX000092,2026-03-29,ST001_Siam,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,11,49.00,0.10,485.10,0,0.00,1
TX000093,2026-02-09,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,9,40.00,0.20,288.00,0,0.00,0
TX000094,2026-06-07,ST005_Ladprao,Hypermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.10,259.20,0,0.00,1
TX000095,2026-01-23,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,5,48.00,0.00,240.00,0,0.00,0
TX000096,2026-06-21,ST004_Ari,Supermarket,PRD_PRD_002,Japanese Salad Mix,Produce,3,59.00,0.00,177.00,0,0.00,1
TX000097,2026-03-08,ST003_Silom,Express,PRD_PRD_001,Organic Avocado,Produce,5,69.00,0.15,293.25,0,0.00,1
TX000098,2026-01-03,ST005_Ladprao,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,7,50.00,0.00,350.00,0,0.00,1
TX000099,2026-05-02,ST004_Ari,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.00,288.00,1,28.80,1
TX000100,2026-05-29,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.05,273.60,0,0.00,0
TX000101,2026-03-26,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,4,48.00,0.05,182.40,0,0.00,0
TX000102,2026-05-18,ST002_Sukhumvit,Supermarket,PRD_BAK_004,Danish Apple,Bakery,6,50.00,0.00,300.00,0,0.00,0
TX000103,2026-05-31,ST005_Ladprao,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,10,65.00,0.05,617.50,0,0.00,1
TX000104,2026-03-19,ST001_Siam,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.00,210.00,0,0.00,0
TX000105,2026-05-22,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,7,40.00,0.20,224.00,0,0.00,0
TX000106,2026-05-01,ST004_Ari,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,4,48.00,0.05,182.40,0,0.00,0
TX000107,2026-05-03,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.10,297.00,0,0.00,1
TX000108,2026-05-25,ST003_Silom,Express,PRD_BAK_002,Whole Wheat Bread,Bakery,4,55.00,0.00,220.00,2,66.00,0
TX000109,2026-02-27,ST005_Ladprao,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,6,49.00,0.10,264.60,0,0.00,0
TX000110,2026-05-31,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,5,69.00,0.15,293.25,0,0.00,1
TX000111,2026-02-23,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,5,69.00,0.20,276.00,0,0.00,0
TX000112,2026-05-22,ST001_Siam,Hypermarket,PRD_BAK_003,Baguette Traditional,Bakery,4,40.00,,160.00,0,0.00,0
TX000113,2026-03-15,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,5,48.00,0.00,240.00,0,0.00,1
TX000114,2026-06-10,ST005_Ladprao,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,5,40.00,0.00,200.00,0,0.00,0
TX000115,2026-02-06,ST001_Siam,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,7,45.00,0.00,315.00,0,0.00,0
TX000116,2026-05-26,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,2,48.00,0.00,96.00,0,0.00,0
TX000117,2026-05-19,ST004_Ari,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,5,48.00,0.00,240.00,0,0.00,0
TX000118,2026-03-24,ST005_Ladprao,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,10,69.00,0.00,690.00,0,0.00,0
TX000119,2026-01-06,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,6,65.00,0.00,390.00,0,0.00,0
TX000120,2026-05-13,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,6,69.00,0.00,414.00,0,0.00,0
TX000121,2026-05-01,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,4,49.00,0.05,186.20,0,0.00,0
TX000122,2026-02-11,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,3,49.00,0.20,117.60,0,0.00,0
TX000123,2026-01-10,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,5,55.00,0.05,261.25,0,0.00,1
TX000124,2026-04-14,ST005_Ladprao,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,11,45.00,0.20,396.00,1,27.00,0
TX000125,2026-06-09,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,6,40.00,0.10,216.00,0,0.00,0
TX000126,2026-04-23,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,3,55.00,0.00,165.00,0,0.00,0
TX000127,2026-03-03,ST002_Sukhumvit,Supermarket,PRD_PRD_001,Organic Avocado,Produce,8,69.00,0.15,469.20,0,0.00,0
TX000128,2026-01-30,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.20,308.00,0,0.00,0
TX000129,2026-03-16,ST005_Ladprao,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,10,69.00,0.10,621.00,0,0.00,0
TX000130,2026-04-09,ST002_Sukhumvit,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,1,65.00,0.00,65.00,0,0.00,0
TX000131,2026-04-17,ST003_Silom,Express,PRD_DAI_002,Greek Yogurt Plain,Dairy,4,35.00,0.05,133.00,0,0.00,0
TX000132,2026-06-18,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,4,40.00,0.10,144.00,0,0.00,0
TX000133,2026-05-22,ST005_Ladprao,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,11,49.00,0.10,485.10,0,0.00,0
TX000134,2026-04-09,ST002_Sukhumvit,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,3,49.00,0.00,147.00,0,0.00,0
TX000135,2026-04-08,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,4,40.00,0.00,160.00,0,0.00,0
TX000136,2026-01-26,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,,280.50,0,0.00,0
TX000137,2026-02-06,ST004_Ari,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,7,40.00,0.00,280.00,0,0.00,0
TX000138,2026-04-12,ST001_Siam,Hypermarket,PRD_PRD_002,Japanese Salad Mix,Produce,11,59.00,0.20,519.20,0,0.00,1
TX000139,2026-03-23,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,4,35.00,0.00,140.00,0,0.00,0
TX000140,2026-02-28,ST001_Siam,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,6,49.00,0.00,294.00,0,0.00,1
TX000141,2026-01-26,ST004_Ari,Supermarket,PRD_BAK_003,Baguette Traditional,Bakery,7,40.00,0.20,224.00,0,0.00,0
TX000142,2026-04-02,ST003_Silom,Express,PRD_PRD_003,Sweet Cherry Tomato,Produce,4,49.00,0.00,196.00,1,29.40,0
TX000143,2026-02-14,ST001_Siam,Hypermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,9,65.00,0.10,526.50,0,0.00,1
TX000144,2026-05-30,ST002_Sukhumvit,Supermarket,PRD_BAK_004,Danish Apple,Bakery,4,50.00,0.10,180.00,0,0.00,1
TX000145,2026-04-30,ST003_Silom,Express,PRD_BEV_002,Organic Green Tea,Beverages,2,40.00,0.00,80.00,4,96.00,0
TX000146,2026-04-19,ST003_Silom,Express,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,2,48.00,0.05,91.20,1,28.80,1
TX000147,2026-05-27,ST003_Silom,Express,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,5,65.00,0.05,308.75,0,0.00,0
TX000148,2026-06-18,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,2,69.00,0.00,138.00,0,0.00,0
TX000149,2026-06-05,ST004_Ari,Supermarket,PRD_PRD_001,Organic Avocado,Produce,4,69.00,0.00,276.00,0,0.00,0
TX000150,2026-06-12,ST002_Sukhumvit,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,4,65.00,0.05,247.00,0,0.00,0
TX000151,2026-06-10,ST001_Siam,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,4,40.00,0.00,160.00,0,0.00,0
TX000152,2026-05-29,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,5,40.00,0.00,200.00,0,0.00,0
TX000153,2026-05-19,ST003_Silom,Express,PRD_DAI_002,Greek Yogurt Plain,Dairy,3,35.00,0.05,99.75,0,0.00,0
TX000154,2026-05-04,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,3,59.00,0.00,177.00,0,0.00,0
TX000155,2026-06-23,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.05,166.25,0,0.00,0
TX000156,2026-03-09,ST005_Ladprao,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,6,55.00,0.10,297.00,0,0.00,0
TX000157,2026-06-13,ST003_Silom,Express,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.20,308.00,3,99.00,1
TX000158,2026-06-06,ST002_Sukhumvit,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,5,40.00,0.00,200.00,0,0.00,1
TX000159,2026-06-29,ST003_Silom,Express,PRD_BEV_002,Organic Green Tea,Beverages,5,40.00,0.10,180.00,2,48.00,0
TX000160,2026-01-30,ST001_Siam,Hypermarket,PRD_BAK_004,Danish Apple,Bakery,10,50.00,0.15,425.00,0,0.00,0
TX000161,2026-05-19,ST004_Ari,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,6,65.00,0.00,390.00,0,0.00,0
TX000162,2026-05-06,ST005_Ladprao,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,9,49.00,0.05,418.95,0,0.00,0
TX000163,2026-04-03,ST001_Siam,Hypermarket,PRD_BEV_002,Organic Green Tea,Beverages,8,40.00,0.05,304.00,0,0.00,0
TX000164,2026-04-02,ST001_Siam,Hypermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,8,49.00,0.05,372.40,0,0.00,0
TX000165,2026-06-19,ST002_Sukhumvit,Supermarket,PRD_BEV_002,Organic Green Tea,Beverages,5,40.00,0.00,200.00,1,24.00,0
TX000166,2026-02-22,ST001_Siam,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,11,35.00,0.00,385.00,0,0.00,1
TX000167,2026-03-01,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,8,40.00,0.15,272.00,2,48.00,1
TX000168,2026-03-06,ST002_Sukhumvit,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,7,55.00,0.20,308.00,0,0.00,0
TX000169,2026-05-31,ST003_Silom,Express,PRD_BAK_001,Croissant Butter,Bakery,3,45.00,0.00,135.00,2,54.00,1
TX000170,2026-01-17,ST004_Ari,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.05,273.60,0,0.00,1
TX000171,2026-05-09,ST002_Sukhumvit,Supermarket,PRD_BEV_001,Cold Pressed Orange Juice,Beverages,4,65.00,0.00,260.00,0,0.00,1
TX000172,2026-06-14,ST001_Siam,Hypermarket,PRD_BAK_001,Croissant Butter,Bakery,5,45.00,0.10,202.50,0,0.00,1
TX000173,2026-01-28,ST004_Ari,Supermarket,PRD_DAI_001,Fresh Milk Pasteurized 1L,Dairy,6,48.00,0.00,288.00,0,0.00,0
TX000174,2026-06-09,ST005_Ladprao,Hypermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,6,35.00,0.05,199.50,0,0.00,0
TX000175,2026-03-17,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,8,35.00,0.10,252.00,0,0.00,0
TX000176,2026-05-22,ST002_Sukhumvit,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,7,49.00,0.10,308.70,0,0.00,0
TX000177,2026-04-27,ST004_Ari,Supermarket,PRD_PRD_003,Sweet Cherry Tomato,Produce,8,49.00,0.20,313.60,0,0.00,0
TX000178,2026-02-09,ST004_Ari,Supermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,5,55.00,0.00,275.00,0,0.00,0
TX000179,2026-01-25,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,9,40.00,0.15,306.00,0,0.00,1
TX000180,2026-04-16,ST003_Silom,Express,PRD_BEV_002,Organic Green Tea,Beverages,6,40.00,0.10,216.00,0,0.00,0
TX000181,2026-03-15,ST005_Ladprao,Hypermarket,PRD_PRD_001,Organic Avocado,Produce,9,69.00,0.05,589.95,0,0.00,1
TX000182,2026-01-28,ST003_Silom,Express,PRD_DAI_002,Greek Yogurt Plain,Dairy,5,35.00,0.05,166.25,0,0.00,0
TX000183,2026-02-27,ST004_Ari,Supermarket,PRD_DAI_002,Greek Yogurt Plain,Dairy,3,35.00,,105.00,0,0.00,0
TX000184,2026-03-11,ST003_Silom,Express,PRD_PRD_002,Japanese Salad Mix,Produce,2,59.00,0.05,112.10,2,70.80,0
TX000185,2026-02-06,ST001_Siam,Hypermarket,PRD_BAK_002,Whole Wheat Bread,Bakery,8,55.00,0.20,352.00,0,0.00,0
TX000186,2026-04-27,ST003_Silom,Express,PRD_BAK_003,Baguette Traditional,Bakery,3,40.00,0.05,114.00,0,0.00,0
